title,genre,belongs_to_franchise,production_company,runtime,popularity,release_season,release_month,averageRating
Happy Gilmore,Comedy,0,NBCUniversal,92.0,9.592265,Winter,Feb,7.0
The Bridges of Madison County,Drama,0,WarnerMedia,135.0,5.951077,Spring,May,7.6
Nobody Loves Me,Drama,0,Other,104.0,1.015068,Fall,Nov,7.1
Muppet Treasure Island,Action,0,Walt Disney Studios,100.0,6.902423,Winter,Feb,7.0
Headless Body in Topless Bar,Crime,0,Other,110.0,0.001346,Spring,May,5.2
Taxi Driver,Crime,0,Sony Pictures,114.0,14.092713,Winter,Feb,8.2
Rumble in the Bronx,Crime,0,Other,91.0,12.314278,Winter,Jan,6.8
Before and After,Drama,0,Other,108.0,2.938293,Winter,Feb,6.1
Margaret's Museum,Drama,0,Other,114.0,0.372697,Summer,Sep,7.1
Happiness Is in the Field,Comedy,0,Other,106.0,1.254885,Winter,Jan,7.0
Anne Frank Remembered,Documentary,0,Other,117.0,0.243986,Spring,Jun,8.0
The Young Poisoner's Handbook,Comedy,0,Other,99.0,6.178497,Winter,Jan,7.1
If Lucy Fell,Comedy,0,Other,92.0,2.891918,Winter,Mar,4.9
Steal Big Steal Little,Comedy,0,Other,113.0,1.522412,Summer,Sep,4.8
Race the Sun,Action,0,Sony Pictures,100.0,1.317878,Winter,Mar,5.4
Boomerang,Comedy,0,ViacomCBS,117.0,6.506983,Spring,Jun,5.6
Chungking Express,Drama,0,Other,102.0,6.778979,Summer,Jul,8.1
The Star Maker,Drama,0,Other,113.0,1.702639,Summer,Sep,7.4
Flirting with Disaster,Comedy,0,ViacomCBS,92.0,5.579088,Winter,Mar,6.7
The Neverending Story III: Escape from Fantasia,Fantasy,1,Other,95.0,6.252377,Fall,Oct,3.2
The Silences of the Palace,Drama,0,Other,116.0,0.406754,Summer,Sep,7.3
Jupiter's Wife,Other,0,Other,87.0,0.001178,Winter,Jan,7.2
Pie in the Sky,Comedy,0,Other,95.0,0.699066,Winter,Feb,5.7
Angela,Comedy,0,Other,99.0,2.197439,Winter,Jan,6.5
Frankie Starlight,Drama,0,Other,101.0,0.637554,Fall,Nov,6.5
Jade,Action,0,ViacomCBS,95.0,11.418917,Fall,Oct,5.3
Nueba Yol,Comedy,0,Other,102.0,0.291021,Summer,Aug,7.2
Down Periscope,Comedy,0,Walt Disney Studios,92.0,5.184977,Winter,Mar,6.2
From the Journals of Jean Seberg,Documentary,0,Other,97.0,0.276401,Summer,Sep,7.2
Man of the Year,Comedy,0,Other,86.0,0.540436,Summer,Sep,5.8
The Neon Bible,Drama,0,Other,91.0,0.370342,Summer,Aug,6.2
Target,Drama,0,Other,122.0,0.001205,Summer,Aug,7.7
Up Close & Personal,Drama,0,Walt Disney Studios,119.0,3.402749,Winter,Mar,6.2
The Birdcage,Comedy,0,Other,117.0,6.49968,Winter,Mar,7.1
Virgin Mary,Drama,0,Other,125.0,0.918504,Fall,Oct,4.1
The Brothers McMullen,Comedy,0,Other,98.0,2.039196,Summer,Aug,6.6
Bad Boys,Action,1,Other,118.0,9.262184,Spring,Apr,6.9
The Amazing Panda Adventure,Action,0,Other,81.0,2.375865,Summer,Aug,5.8
The Basketball Diaries,Drama,0,WarnerMedia,102.0,7.415144,Spring,Apr,7.3
An Awfully Big Adventure,Romance,0,Other,113.0,0.922958,Summer,Jul,6.0
Amateur,Crime,0,Other,105.0,1.759012,Summer,Aug,6.9
Apollo 13,Drama,0,NBCUniversal,140.0,18.761467,Spring,Jun,7.6
Rob Roy,Adventure,0,Other,139.0,10.193549,Spring,Apr,6.9
The Addiction,Drama,0,Other,82.0,3.137285,Winter,Jan,6.5
Batman Forever,Action,1,WarnerMedia,121.0,13.321354,Spring,Jun,5.4
Belle de Jour,Drama,0,Other,101.0,10.142662,Spring,May,7.7
Beyond Rangoon,Drama,0,WarnerMedia,100.0,2.04189,Spring,May,6.6
Blue in the Face,Comedy,1,ViacomCBS,83.0,11.528147,Summer,Sep,6.7
Canadian Bacon,Action,0,Other,91.0,5.391556,Spring,Jun,6.0
Casper,Fantasy,1,NBCUniversal,100.0,12.812539,Spring,May,6.1
Clockers,Other,0,NBCUniversal,128.0,4.558992,Summer,Sep,6.9
Congo,Action,0,ViacomCBS,109.0,7.260574,Spring,Jun,5.3
Crimson Tide,Action,0,Other,116.0,8.657365,Spring,May,7.3
Crumb,Documentary,0,Other,119.0,3.620388,Summer,Sep,8.0
Desperado,Thriller,1,Sony Pictures,104.0,6.950458,Summer,Aug,7.2
Devil in a Blue Dress,Drama,0,Sony Pictures,102.0,4.646132,Summer,Sep,6.7
Die Hard: With a Vengeance,Action,1,Other,128.0,15.138855,Spring,May,7.6
The Doom Generation,Action,1,Other,80.0,7.120806,Fall,Oct,6.2
Feast of July,Drama,0,Walt Disney Studios,116.0,0.523575,Fall,Oct,6.1
First Knight,Action,0,Sony Pictures,134.0,15.178338,Summer,Jul,6.0
Free Willy 2 - The Adventure Home,Adventure,1,WarnerMedia,95.0,7.575098,Summer,Jul,5.1
Hackers,Action,1,Other,107.0,14.810519,Summer,Sep,6.3
Jeffrey,Comedy,0,Other,92.0,3.196456,Summer,Aug,6.8
Johnny Mnemonic,Adventure,0,Sony Pictures,97.0,11.715868,Spring,May,5.7
Judge Dredd,Other,0,Other,96.0,8.184815,Spring,Jun,5.6
Jury Duty,Comedy,0,Sony Pictures,88.0,3.676921,Spring,Apr,4.4
Kids,Drama,0,Other,91.0,4.877872,Summer,Jul,7.1
Living in Oblivion,Drama,0,Other,89.0,10.058329,Winter,Jan,7.5
Lord of Illusions,Other,0,Other,119.0,4.102409,Summer,Aug,6.1
Love & Human Remains,Comedy,0,Other,100.0,0.354014,Spring,May,6.7
Mad Love,Drama,0,Walt Disney Studios,95.0,2.624771,Spring,May,5.4
Mallrats,Romance,1,Other,94.0,8.25547,Fall,Oct,7.1
Mighty Morphin Power Rangers: The Movie,Action,1,Walt Disney Studios,92.0,7.024227,Spring,Jun,5.3
Moonlight and Valentino,Comedy,0,Other,100.0,1.01115,Summer,Sep,5.7
Mute Witness,Thriller,0,Other,95.0,2.466066,Summer,Sep,6.7
Nadja,Horror,0,Other,93.0,7.720056,Summer,Sep,6.0
The Net,Crime,1,Sony Pictures,114.0,13.304342,Summer,Jul,6.0
Nine Months,Comedy,0,Walt Disney Studios,103.0,8.482834,Summer,Jul,5.5
Party Girl,Comedy,0,Other,94.0,1.165039,Spring,Jun,6.6
The Prophecy,Fantasy,1,Other,98.0,10.187623,Summer,Sep,6.5
Reckless,Fantasy,0,Other,91.0,0.119713,Fall,Nov,5.3
Safe,Drama,0,Other,119.0,8.180047,Spring,Jun,7.2
The Scarlet Letter,Drama,0,Other,135.0,6.752119,Fall,Oct,5.4
Showgirls,Drama,1,Other,128.0,17.502375,Summer,Sep,4.9
Smoke,Comedy,1,ViacomCBS,112.0,5.552946,Spring,Jun,7.4
Something to Talk About,Comedy,0,Other,106.0,3.743212,Summer,Aug,5.7
Species,Other,1,Other,108.0,13.492845,Summer,Jul,5.8
The Stars Fell on Henrietta,Drama,0,Other,109.0,0.913522,Summer,Sep,6.6
Strange Days,Crime,0,Other,145.0,11.223055,Fall,Oct,7.2
The Umbrellas of Cherbourg,Drama,1,Other,91.0,8.133881,Winter,Feb,7.8
The Tie That Binds,Thriller,0,Other,99.0,1.820419,Summer,Sep,5.0
Three Wishes,Drama,0,Other,115.0,11.002046,Fall,Oct,6.2
Total Eclipse,Drama,0,Other,111.0,4.546552,Fall,Nov,6.6
"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,0,NBCUniversal,105.0,7.653446,Summer,Sep,6.6
Under Siege 2: Dark Territory,Action,1,WarnerMedia,100.0,7.490247,Summer,Jul,5.5
Unstrung Heroes,Comedy,0,Other,93.0,2.881689,Summer,Sep,6.7
Unzipped,Documentary,0,Other,73.0,0.786023,Summer,Aug,6.5
A Walk in the Clouds,Drama,0,Walt Disney Studios,103.0,9.715639,Summer,Aug,6.7
Waterworld,Adventure,0,NBCUniversal,135.0,16.885184,Summer,Jul,6.3
White Man's Burden,Drama,0,Other,89.0,1.834099,Fall,Dec,5.3
Wild Bill,Action,0,Other,98.0,8.922139,Fall,Dec,5.9
The Browning Version,Drama,0,Other,97.0,3.727644,Fall,Oct,7.2
Bushwhacked,Adventure,0,Walt Disney Studios,90.0,3.287036,Summer,Aug,5.6
Burnt by the Sun,Drama,1,Other,135.0,2.486073,Spring,May,7.9
Before the Rain,Drama,0,Other,113.0,3.525649,Spring,Jun,8.0
Before Sunrise,Drama,1,WarnerMedia,105.0,11.304979,Winter,Jan,8.1
Billy Madison,Comedy,0,NBCUniversal,89.0,6.638116,Winter,Feb,6.4
The Babysitter,Drama,0,Other,90.0,2.761837,Fall,Oct,4.3
Boys on the Side,Comedy,0,Other,115.0,3.030309,Winter,Feb,6.5
The Cure,Drama,0,NBCUniversal,97.0,2.686342,Spring,Apr,7.7
Circle of Friends,Drama,0,Other,103.0,2.605521,Winter,Mar,6.6
Clerks,Comedy,1,Other,92.0,10.513367,Summer,Sep,7.7
Don Juan DeMarco,Romance,0,WarnerMedia,97.0,7.438934,Fall,Oct,6.7
Disclosure,Drama,0,WarnerMedia,123.0,11.812244,Fall,Dec,6.1
Drop Zone,Action,0,ViacomCBS,101.0,9.579155,Fall,Dec,5.6
Death and the Maiden,Drama,0,Other,103.0,5.484156,Spring,May,7.3
Dolores Claiborne,Crime,1,WarnerMedia,132.0,5.8025,Winter,Mar,7.4
Dumb and Dumber,Comedy,1,WarnerMedia,107.0,9.844558,Fall,Dec,7.3
Eat Drink Man Woman,Comedy,0,Other,123.0,4.860016,Summer,Aug,7.8
Exotica,Drama,0,Other,103.0,5.378467,Summer,Sep,7.0
Exit to Eden,Thriller,0,Other,113.0,4.322726,Fall,Oct,4.3
Ed Wood,Comedy,0,Walt Disney Studios,127.0,11.720358,Summer,Sep,7.8
French Kiss,Comedy,0,Other,111.0,9.146544,Spring,May,6.6
Forget Paris,Comedy,0,WarnerMedia,101.0,16.236745,Spring,May,6.5
Far from Home: The Adventures of Yellow Dog,Action,0,Walt Disney Studios,87.0,2.657337,Winter,Jan,6.4
A Goofy Movie,Romance,1,Walt Disney Studios,78.0,10.177977,Spring,Apr,6.9
Hideaway,Drama,0,Sony Pictures,103.0,8.182165,Winter,Mar,5.4
Fluke,Drama,0,Other,96.0,4.953936,Spring,Jun,6.7
Farinelli,Other,0,Other,111.0,8.935058,Fall,Dec,6.8
Gordy,Drama,0,Other,90.0,0.398924,Spring,May,3.8
Gumby: The Movie,Fantasy,0,Other,77.0,0.090452,Fall,Dec,6.3
The Glass Shield,Drama,0,Other,109.0,1.012197,Summer,Sep,6.2
Heavenly Creatures,Drama,0,Other,99.0,9.438042,Summer,Sep,7.3
Houseguest,Comedy,0,Other,113.0,2.688562,Winter,Jan,6.0
Immortal Beloved,Drama,0,Other,121.0,7.983666,Fall,Dec,7.4
Heavyweights,Comedy,0,Other,100.0,9.546707,Winter,Feb,6.7
The Hunted,Action,0,NBCUniversal,106.0,2.756986,Winter,Feb,6.0
I.Q.,Comedy,0,ViacomCBS,100.0,5.146352,Fall,Dec,6.2
Interview with the Vampire,Horror,1,Other,123.0,11.970205,Fall,Nov,7.5
Jefferson in Paris,Drama,0,Walt Disney Studios,139.0,1.596058,Winter,Mar,5.8
The Jerky Boys,Comedy,0,Other,82.0,0.748846,Winter,Feb,4.9
Junior,Comedy,0,NBCUniversal,109.0,6.710215,Fall,Nov,4.6
Just Cause,Action,0,WarnerMedia,102.0,9.195256,Winter,Feb,6.4
A Kid in King Arthur's Court,Adventure,0,Other,89.0,5.874511,Summer,Aug,4.7
Kiss of Death,Action,0,Walt Disney Studios,101.0,7.797512,Spring,Apr,5.9
Star Wars,Adventure,1,Walt Disney Studios,121.0,42.149697,Spring,May,8.6
Little Women,Drama,0,Sony Pictures,115.0,9.774994,Fall,Dec,7.3
A Little Princess,Drama,0,WarnerMedia,97.0,7.731725,Spring,May,7.7
Ladybird Ladybird,Drama,0,Other,101.0,0.84508,Winter,Feb,7.4
L'Enfer,Crime,0,Other,100.0,1.948315,Winter,Feb,7.1
Like Water for Chocolate,Drama,0,Other,105.0,4.126083,Spring,Apr,7.1
Legends of the Fall,Adventure,0,Sony Pictures,133.0,12.199047,Fall,Dec,7.6
Major Payne,Adventure,0,NBCUniversal,95.0,9.253362,Winter,Mar,6.3
Little Odessa,Action,0,Other,98.0,1.861292,Fall,Oct,6.7
Mi Vida Loca,Crime,0,Other,92.0,1.788829,Spring,Jun,6.5
Love Affair,Drama,0,Other,108.0,3.290192,Fall,Oct,6.0
Losing Isaiah,Drama,0,ViacomCBS,106.0,7.698526,Winter,Mar,6.5
The Madness of King George,Comedy,0,Other,107.0,4.81307,Fall,Dec,7.2
Mary Shelley's Frankenstein,Drama,0,Sony Pictures,123.0,14.287753,Fall,Nov,6.4
Man of the House,Action,0,Other,96.0,2.558118,Winter,Mar,5.2
Mixed Nuts,Comedy,0,Sony Pictures,97.0,2.899608,Fall,Dec,5.5
Milk Money,Comedy,0,ViacomCBS,108.0,3.770115,Summer,Aug,5.6
Miracle on 34th Street,Fantasy,0,Walt Disney Studios,114.0,5.831622,Fall,Nov,6.6
Miami Rhapsody,Comedy,0,Other,95.0,1.137266,Winter,Jan,5.4
My Family,Comedy,0,Other,128.0,3.121288,Spring,May,7.3
Murder in the First,Crime,0,WarnerMedia,122.0,9.518564,Winter,Jan,7.3
Nobody's Fool,Drama,0,Other,110.0,2.891269,Fall,Dec,7.4
Nell,Drama,0,Other,112.0,5.930957,Fall,Dec,6.5
New Jersey Drive,Crime,0,Other,98.0,0.629955,Spring,Apr,6.7
New York Cop,Action,0,Other,93.0,0.004537,Summer,Aug,4.2
Beyond Bedlam,Horror,0,Other,89.0,0.426952,Spring,Apr,3.3
Nina Takes a Lover,Drama,0,Other,100.0,0.769522,Winter,Mar,5.5
Natural Born Killers,Crime,0,WarnerMedia,119.0,11.226856,Summer,Aug,7.3
Only You,Comedy,0,Sony Pictures,115.0,4.936761,Summer,Sep,6.5
Once Were Warriors,Drama,1,Other,99.0,4.025276,Summer,Sep,7.9
Poison Ivy II: Lily,Drama,1,WarnerMedia,106.0,6.448039,Winter,Jan,4.5
Outbreak,Action,0,WarnerMedia,127.0,13.676444,Winter,Mar,6.6
Leon: The Professional,Thriller,0,Other,110.0,20.477329,Summer,Sep,8.5
The Perez Family,Comedy,0,Other,113.0,1.433544,Spring,May,6.0
A Pyromaniac's Love Story,Comedy,0,Other,94.0,0.463307,Spring,Apr,5.3
Panther,Drama,0,Other,124.0,7.160149,Fall,Nov,6.5
Pushing Hands,Comedy,0,Other,105.0,1.638622,Winter,Feb,7.3
Priest,Drama,0,Other,98.0,1.881932,Winter,Jan,7.0
Quiz Show,Other,0,Other,133.0,7.772505,Summer,Sep,7.5
Picture Bride,Drama,0,Other,94.0,1.296912,Spring,May,6.6
The Quick and the Dead,Action,0,Sony Pictures,107.0,7.54701,Winter,Feb,6.5
Roommates,Drama,0,Other,108.0,3.395867,Winter,Mar,6.4
Prêt-à-Porter,Drama,0,Other,133.0,6.259433,Fall,Dec,5.2
Three Colors: Red,Drama,1,Other,99.0,7.832755,Spring,May,8.1
Three Colors: Blue,Drama,1,Other,98.0,8.843517,Winter,Jan,7.9
Three Colors: White,Comedy,1,Other,91.0,6.5898,Winter,Jan,7.6
"Red Firecracker, Green Firecracker",Drama,0,Other,111.0,0.078257,Fall,Oct,6.9
Relative Fear,Horror,0,Other,90.0,0.499601,Fall,Oct,5.8
Stuart Saves His Family,Comedy,0,ViacomCBS,95.0,1.390885,Spring,Apr,5.2
The Swan Princess,Other,1,Other,89.0,8.910462,Fall,Nov,6.5
The Secret of Roan Inish,Drama,0,Other,97.0,1.750481,Winter,Jan,7.5
The Specialist,Action,0,WarnerMedia,110.0,10.388183,Fall,Oct,5.6
Stargate,Action,1,Other,121.0,13.328924,Fall,Oct,7.1
The Santa Clause,Fantasy,1,Walt Disney Studios,97.0,9.665424,Fall,Nov,6.5
Shallow Grave,Crime,0,Other,92.0,8.223026,Fall,Dec,7.3
Suture,Drama,0,Other,96.0,1.298224,Summer,Sep,6.6
Strawberry and Chocolate,Comedy,0,Other,108.0,1.777197,Winter,Jan,7.4
Swimming with Sharks,Crime,0,Other,101.0,5.869261,Summer,Sep,7.1
The Sum of Us,Comedy,0,Other,100.0,1.407427,Summer,Jul,7.3
Senior Trip,Comedy,0,Other,91.0,5.05806,Summer,Sep,5.8
To Live,Drama,0,Other,125.0,5.260627,Spring,Jun,8.3
Tank Girl,Action,0,Other,98.0,7.602087,Winter,Mar,5.4
Tales from the Crypt: Demon Knight,Horror,1,NBCUniversal,92.0,9.455342,Winter,Jan,6.7
Star Trek: Generations,Other,1,ViacomCBS,118.0,8.105708,Fall,Nov,6.6
Tales from the Hood,Crime,1,Other,98.0,2.86007,Spring,May,6.4
Tom & Viv,Drama,0,Other,115.0,0.704204,Spring,Apr,6.4
Village of the Damned,Thriller,0,NBCUniversal,99.0,6.529879,Spring,Apr,5.7
Tommy Boy,Comedy,0,Other,97.0,11.971318,Winter,Mar,7.1
Vanya on 42nd Street,Drama,0,Other,119.0,7.039846,Summer,Sep,7.4
The Underneath,Thriller,0,Other,99.0,2.059771,Spring,Apr,6.1
The Walking Dead,Drama,0,Other,88.0,0.620873,Winter,Feb,5.0
What's Eating Gilbert Grape,Romance,0,ViacomCBS,118.0,10.3919,Fall,Dec,7.8
Virtuosity,Action,0,ViacomCBS,106.0,5.188399,Summer,Aug,5.6
While You Were Sleeping,Comedy,0,Other,103.0,15.783615,Spring,Apr,6.7
The War,Drama,0,Other,126.0,3.908596,Fall,Nov,6.8
Double Happiness,Comedy,0,Sony Pictures,87.0,0.372239,Summer,Sep,7.0
Muriel's Wedding,Drama,0,Other,106.0,5.254847,Summer,Sep,7.2
The Baby-Sitters Club,Comedy,0,Other,94.0,2.15805,Summer,Aug,5.8
Ace Ventura: Pet Detective,Comedy,1,Other,86.0,11.247957,Winter,Feb,6.9
"The Adventures of Priscilla, Queen of the Desert",Drama,0,Other,104.0,8.328596,Spring,May,7.5
Backbeat,Drama,0,Other,100.0,2.487951,Spring,Apr,6.7
Bitter Moon,Thriller,0,Other,139.0,11.298195,Summer,Sep,7.2
Bullets Over Broadway,Action,0,ViacomCBS,98.0,5.72288,Fall,Oct,7.4
Clear and Present Danger,Action,1,Other,141.0,7.513245,Summer,Aug,6.9
The Client,Drama,0,WarnerMedia,119.0,15.263829,Summer,Jul,6.8
"Corrina, Corrina",Comedy,0,WarnerMedia,115.0,6.924689,Summer,Aug,6.6
Crooklyn,Comedy,0,NBCUniversal,115.0,2.533022,Spring,May,7.0
The Crow,Fantasy,1,Other,102.0,15.799336,Spring,May,7.6
Cobb,Drama,0,Other,128.0,2.583363,Fall,Dec,6.4
The Flintstones,Fantasy,1,NBCUniversal,91.0,15.019586,Spring,May,4.9
Forrest Gump,Comedy,0,ViacomCBS,142.0,48.307194,Summer,Jul,8.8
Four Weddings and a Funeral,Comedy,0,Other,117.0,8.990345,Winter,Mar,7.1
Higher Learning,Romance,0,Sony Pictures,127.0,7.817811,Winter,Jan,6.5
I Like It Like That,Comedy,0,Sony Pictures,104.0,0.289295,Fall,Oct,6.9
I Love Trouble,Action,0,Other,123.0,3.570874,Spring,Jun,5.3
It Could Happen to You,Comedy,0,Sony Pictures,101.0,11.272073,Summer,Jul,6.4
The Jungle Book,Adventure,0,Other,111.0,10.714235,Fall,Dec,6.0
The Lion King,Other,1,Walt Disney Studios,89.0,21.605761,Spring,Jun,8.5
Little Buddha,Drama,0,Other,140.0,5.681522,Fall,Dec,6.1
New Nightmare,Horror,1,WarnerMedia,112.0,9.860522,Fall,Oct,6.5
The Mask,Romance,1,WarnerMedia,101.0,14.13488,Summer,Jul,6.9
Maverick,Action,0,Other,127.0,15.050326,Spring,May,7.1
Mrs. Parker and the Vicious Circle,Drama,0,Other,125.0,4.739054,Summer,Sep,6.4
The Naked Gun 33⅓: The Final Insult,Comedy,1,ViacomCBS,83.0,10.587232,Winter,Mar,6.5
The Paper,Comedy,0,NBCUniversal,112.0,4.006063,Winter,Mar,6.7
Reality Bites,Drama,0,Other,99.0,6.514592,Winter,Feb,6.6
Red Rock West,Crime,0,Other,98.0,5.137903,Summer,Jul,7.0
Ri¢hie Ri¢h,Comedy,1,WarnerMedia,95.0,6.595255,Fall,Dec,5.4
Safe Passage,Drama,0,WarnerMedia,98.0,4.931565,Fall,Dec,6.3
The River Wild,Action,0,NBCUniversal,111.0,10.511241,Summer,Sep,6.4
Speed,Action,1,Other,116.0,10.859292,Spring,Jun,7.2
Speechless,Comedy,0,Other,99.0,2.334226,Fall,Dec,5.8
Timecop,Thriller,1,Other,99.0,8.907074,Summer,Sep,5.9
True Lies,Action,0,Walt Disney Studios,141.0,11.396099,Summer,Jul,7.2
When a Man Loves a Woman,Drama,0,Walt Disney Studios,126.0,4.322544,Spring,Apr,6.6
Wolf,Fantasy,0,Sony Pictures,125.0,14.063845,Spring,Jun,6.3
Bad Company,Action,0,Walt Disney Studios,108.0,0.912415,Winter,Jan,5.4
A Man of No Importance,Comedy,0,Other,99.0,0.406113,Fall,Dec,6.7
S.F.W.,Comedy,0,Other,96.0,2.504529,Summer,Sep,5.8
A Low Down Dirty Shame,Action,0,Other,100.0,3.021526,Fall,Nov,6.0
"Boys Life: Three Stories of Love, Lust, and Liberation",Drama,1,Other,91.0,0.054148,Summer,Sep,6.7
Colonel Chabert,Drama,0,Other,110.0,0.934312,Winter,Jan,6.9
"Faster, Pussycat! Kill! Kill!",Action,0,Other,83.0,4.220541,Summer,Aug,6.7
Jason's Lyric,Crime,0,Other,119.0,0.912909,Summer,Sep,6.6
The Secret Adventures of Tom Thumb,Other,0,Other,61.0,0.381704,Fall,Dec,7.2
Street Fighter,Action,0,Other,102.0,13.58449,Fall,Dec,4.0
Coldblooded,Action,0,Other,92.0,2.342756,Summer,Sep,6.7
Desert Winds,Drama,0,Other,97.0,0.251223,Fall,Dec,5.6
Fall Time,Action,0,Other,88.0,1.108494,Spring,May,5.5
The Fear,Horror,1,Other,98.0,0.268043,Winter,Jan,3.6
Frank and Ollie,Documentary,0,Other,89.0,0.142357,Fall,Oct,7.7
Girl in the Cadillac,Romance,0,Other,89.0,0.405392,Fall,Oct,5.9
Homage,Thriller,0,Other,97.0,0.014925,Spring,May,5.7
Mirage,Action,0,Other,92.0,0.302957,Fall,Nov,5.0
Open Season,Comedy,0,Other,97.0,0.012456,Spring,May,5.2
Highlander: The Final Dimension,Action,1,Other,99.0,6.866634,Fall,Nov,4.5
Federal Hill,Crime,0,Other,97.0,0.100685,Winter,Feb,6.3
In the Mouth of Madness,Horror,0,WarnerMedia,95.0,8.497643,Fall,Dec,7.2
8 Seconds,Drama,0,Other,105.0,1.888534,Winter,Feb,6.6
Above the Rim,Crime,0,WarnerMedia,96.0,4.38154,Winter,Mar,6.7
Addams Family Values,Comedy,1,ViacomCBS,94.0,17.555909,Fall,Nov,6.8
Martin Lawrence: You So Crazy,Comedy,0,WarnerMedia,84.0,0.394194,Spring,Apr,6.7
The Age of Innocence,Drama,0,Sony Pictures,139.0,8.013617,Summer,Sep,7.2
Airheads,Comedy,0,Walt Disney Studios,92.0,7.09232,Summer,Aug,6.1
The Air Up There,Comedy,0,Other,107.0,1.896273,Winter,Jan,5.6
Another Stakeout,Action,1,Walt Disney Studios,105.0,12.967239,Summer,Jul,5.6
Bad Girls,Action,0,Walt Disney Studios,99.0,14.644772,Spring,Apr,5.2
Barcelona,Comedy,0,Other,100.0,1.632711,Summer,Jul,7.0
Being Human,Drama,0,WarnerMedia,122.0,2.783872,Spring,May,5.5
The Beverly Hillbillies,Comedy,0,Walt Disney Studios,93.0,5.673735,Fall,Oct,5.0
Beverly Hills Cop III,Action,1,ViacomCBS,104.0,11.787784,Spring,May,5.6
Black Beauty,Action,0,WarnerMedia,88.0,8.398845,Summer,Jul,6.6
Blink,Other,0,WarnerMedia,106.0,3.00282,Winter,Jan,6.2
Blown Away,Drama,0,Other,121.0,13.155071,Summer,Jul,6.3
Blue Chips,Drama,0,ViacomCBS,108.0,6.131056,Winter,Feb,6.2
Blue Sky,Drama,0,Other,101.0,4.993829,Summer,Sep,6.4
Body Snatchers,Horror,0,Other,87.0,6.559693,Spring,Jun,6.0
Boxing Helena,Drama,0,Other,107.0,4.304224,Spring,Jun,4.8
A Bronx Tale,Drama,0,Other,121.0,6.115628,Summer,Sep,7.8
Cabin Boy,Comedy,0,Walt Disney Studios,80.0,1.679042,Winter,Jan,5.4
Calendar Girl,Drama,0,Other,90.0,1.316741,Summer,Sep,5.1
Carlito's Way,Action,1,NBCUniversal,144.0,8.698509,Fall,Nov,7.9
City Slickers II: The Legend of Curly's Gold,Action,1,WarnerMedia,116.0,8.605703,Spring,Jun,5.6
Clean Slate,Comedy,0,Other,107.0,2.724621,Spring,May,5.7
Cliffhanger,Action,0,Other,112.0,9.830853,Spring,May,6.5
Coneheads,Comedy,0,ViacomCBS,88.0,10.722729,Summer,Jul,5.3
Color of Night,Drama,0,Other,121.0,14.228963,Summer,Aug,5.2
Cops & Robbersons,Action,0,Sony Pictures,93.0,7.042878,Spring,Apr,5.2
The Cowboy Way,Other,0,Other,102.0,4.286279,Spring,Jun,6.0
Dangerous Game,Drama,0,Other,108.0,2.70097,Fall,Nov,5.7
Dave,Comedy,0,WarnerMedia,110.0,13.696394,Spring,May,6.8
Dazed and Confused,Comedy,0,Other,102.0,6.8652,Summer,Sep,7.6
Demolition Man,Crime,0,WarnerMedia,115.0,11.626116,Fall,Oct,6.7
The Endless Summer 2,Documentary,1,Other,109.0,0.408159,Spring,Jun,7.5
Even Cowgirls Get the Blues,Other,0,WarnerMedia,96.0,2.970724,Spring,May,4.4
Fatal Instinct,Comedy,0,Other,91.0,3.555139,Fall,Oct,5.8
The Favor,Drama,0,Other,97.0,1.344876,Spring,Apr,5.2
Fearless,Drama,0,Other,122.0,9.284624,Fall,Oct,7.1
Fear of a Black Hat,Comedy,0,Other,88.0,0.985441,Fall,Oct,7.2
With Honors,Comedy,0,Other,103.0,2.969003,Spring,Apr,6.8
Flesh and Bone,Drama,0,Other,126.0,1.896869,Fall,Nov,6.2
Widows' Peak,Comedy,0,Other,101.0,0.409427,Spring,May,6.6
For Love or Money,Comedy,0,NBCUniversal,94.0,8.468869,Fall,Oct,6.2
Free Willy,Other,1,WarnerMedia,112.0,5.990572,Summer,Jul,6.0
Fresh,Crime,0,Other,114.0,3.970215,Summer,Aug,7.6
The Fugitive,Adventure,1,WarnerMedia,130.0,10.08937,Summer,Aug,7.8
Geronimo: An American Legend,Other,0,Sony Pictures,115.0,4.653462,Fall,Dec,6.5
The Getaway,Drama,0,NBCUniversal,115.0,14.214403,Winter,Feb,5.8
Getting Even with Dad,Other,0,Other,109.0,2.410545,Spring,Jun,4.8
Go Fish,Drama,0,Other,83.0,0.775898,Spring,Jun,5.6
A Good Man in Africa,Comedy,0,Other,94.0,5.22583,Summer,Jul,5.0
Guilty as Sin,Drama,0,Other,107.0,5.385108,Spring,Jun,5.7
Hard Target,Action,1,NBCUniversal,97.0,7.834351,Summer,Aug,6.2
Heaven & Earth,Other,0,Other,140.0,4.190541,Fall,Dec,6.8
Hot Shots! Part Deux,Action,1,Walt Disney Studios,86.0,13.482371,Spring,May,6.6
Live Nude Girls,Comedy,0,Other,95.0,2.138959,Fall,Dec,5.2
The Englishman Who Went Up a Hill But Came Down a Mountain,Drama,0,ViacomCBS,99.0,5.331753,Spring,May,6.6
The House of the Spirits,Romance,0,Other,140.0,10.687795,Fall,Oct,6.9
House Party 3,Comedy,1,Other,100.0,0.996047,Winter,Jan,4.7
